Accident_ID,Date,Day_of_Week,Time,City,Vehicle_Type,Road_Condition,Weather,Light_Condition,Cause,Accident_Severity
696,29-01-2023 23:00,Wednesday,Morning,Hyderabad,Bus,Wet,Storm,Dark - Street Light,Drunk Driving,Fatal
697,30-01-2023 00:00,Monday,Afternoon,Kolkata,Cycle,Wet,Foggy,Dark - No Light,Overspeed,Minor
698,30-01-2023 01:00,Thursday,Evening,Mumbai,Cycle,Snow,Clear,Dark - Street Light,Mechanical Failure,Fatal
699,30-01-2023 02:00,Thursday,Morning,Pune,Bus,Damaged,Rainy,Dark - Street Light,Overspeed,Serious
700,30-01-2023 03:00,Friday,Evening,Chennai,Bus,Snow,Foggy,Dark - No Light,Mechanical Failure,Fatal
701,30-01-2023 04:00,Monday,Night,Kolkata,Bike,Dry,Storm,Dark - Street Light,Signal Jump,Fatal
702,30-01-2023 05:00,Wednesday,Afternoon,Delhi,Bus,Snow,Rainy,Daylight,Overspeed,Minor
703,30-01-2023 06:00,Thursday,Evening,Hyderabad,Bike,Dry,Storm,Daylight,Wrong Turn,Minor
704,30-01-2023 07:00,Monday,Evening,Bangalore,Cycle,Damaged,Rainy,Daylight,Drunk Driving,Serious
705,30-01-2023 08:00,Sunday,Night,Hyderabad,Bus,Snow,Rainy,Daylight,Wrong Turn,Fatal
706,30-01-2023 09:00,Thursday,Evening,Bangalore,Auto,Snow,Foggy,Dark - Street Light,Drunk Driving,Fatal
707,30-01-2023 10:00,Saturday,Evening,Hyderabad,Auto,Damaged,Clear,Dark - Street Light,Overspeed,Fatal
708,30-01-2023 11:00,Sunday,Night,Bangalore,Cycle,Dry,Foggy,Dark - No Light,Overspeed,Serious
709,30-01-2023 12:00,Thursday,Morning,Pune,Bike,Snow,Storm,Dark - Street Light,Drunk Driving,Minor
710,30-01-2023 13:00,Wednesday,Night,Mumbai,Auto,Dry,Storm,Dark - Street Light,Signal Jump,Serious
711,30-01-2023 14:00,Tuesday,Morning,Bangalore,Bike,Snow,Rainy,Dark - Street Light,Mechanical Failure,Fatal
712,30-01-2023 15:00,Sunday,Afternoon,Bangalore,Auto,Wet,Rainy,Dark - No Light,Wrong Turn,Minor
713,30-01-2023 16:00,Friday,Morning,Chennai,Auto,Snow,Clear,Daylight,Wrong Turn,Minor
714,30-01-2023 17:00,Friday,Morning,Bangalore,Bike,Damaged,Foggy,Dark - Street Light,Wrong Turn,Serious
715,30-01-2023 18:00,Wednesday,Afternoon,Chennai,Truck,Damaged,Storm,Dark - No Light,Overspeed,Minor
716,30-01-2023 19:00,Thursday,Morning,Delhi,Auto,Dry,Rainy,Dark - No Light,Wrong Turn,Minor
717,30-01-2023 20:00,Monday,Night,Pune,Bus,Snow,Clear,Dark - No Light,Mechanical Failure,Fatal
718,30-01-2023 21:00,Thursday,Morning,Chennai,Cycle,Dry,Storm,Daylight,Mechanical Failure,Fatal
719,30-01-2023 22:00,Wednesday,Afternoon,Mumbai,Truck,Dry,Rainy,Dark - Street Light,Drunk Driving,Minor
720,30-01-2023 23:00,Friday,Night,Kolkata,Bike,Wet,Storm,Dark - No Light,Overspeed,Minor
721,31-01-2023 00:00,Thursday,Afternoon,Pune,Truck,Wet,Clear,Daylight,Mechanical Failure,Serious
722,31-01-2023 01:00,Friday,Afternoon,Chennai,Car,Damaged,Clear,Dark - No Light,Signal Jump,Serious
723,31-01-2023 02:00,Sunday,Evening,Pune,Car,Dry,Storm,Dark - No Light,Overspeed,Minor
724,31-01-2023 03:00,Monday,Evening,Pune,Auto,Damaged,Foggy,Dark - No Light,Overspeed,Fatal
725,31-01-2023 04:00,Sunday,Afternoon,Pune,Auto,Snow,Storm,Dark - No Light,Mechanical Failure,Minor
726,31-01-2023 05:00,Friday,Afternoon,Delhi,Bus,Dry,Rainy,Dark - No Light,Signal Jump,Minor
727,31-01-2023 06:00,Friday,Afternoon,Mumbai,Cycle,Dry,Foggy,Daylight,Drunk Driving,Fatal
728,31-01-2023 07:00,Tuesday,Evening,Hyderabad,Truck,Snow,Rainy,Dark - Street Light,Mechanical Failure,Fatal
729,31-01-2023 08:00,Tuesday,Evening,Hyderabad,Car,Snow,Storm,Dark - Street Light,Signal Jump,Serious
730,31-01-2023 09:00,Sunday,Morning,Chennai,Auto,Damaged,Foggy,Dark - Street Light,Overspeed,Serious
731,31-01-2023 10:00,Saturday,Morning,Pune,Cycle,Damaged,Rainy,Dark - Street Light,Signal Jump,Serious
732,31-01-2023 11:00,Sunday,Afternoon,Chennai,Truck,Snow,Storm,Daylight,Overspeed,Serious
733,31-01-2023 12:00,Tuesday,Night,Delhi,Auto,Damaged,Storm,Daylight,Mechanical Failure,Fatal
734,31-01-2023 13:00,Friday,Night,Delhi,Auto,Snow,Foggy,Daylight,Mechanical Failure,Minor
735,31-01-2023 14:00,Wednesday,Evening,Bangalore,Car,Dry,Storm,Dark - No Light,Wrong Turn,Serious
736,31-01-2023 15:00,Sunday,Evening,Delhi,Car,Dry,Clear,Dark - No Light,Wrong Turn,Serious
737,31-01-2023 16:00,Friday,Evening,Bangalore,Auto,Wet,Rainy,Dark - No Light,Wrong Turn,Fatal
738,31-01-2023 17:00,Wednesday,Afternoon,Mumbai,Bike,Dry,Rainy,Dark - Street Light,Mechanical Failure,Fatal
739,31-01-2023 18:00,Wednesday,Night,Chennai,Auto,Snow,Storm,Dark - No Light,Drunk Driving,Minor
740,31-01-2023 19:00,Tuesday,Morning,Kolkata,Cycle,Damaged,Storm,Dark - Street Light,Mechanical Failure,Minor
741,31-01-2023 20:00,Sunday,Afternoon,Mumbai,Auto,Wet,Clear,Dark - No Light,Signal Jump,Fatal
742,31-01-2023 21:00,Thursday,Morning,Delhi,Bus,Damaged,Foggy,Dark - Street Light,Mechanical Failure,Serious
743,31-01-2023 22:00,Monday,Morning,Mumbai,Bus,Snow,Storm,Dark - No Light,Mechanical Failure,Serious
744,31-01-2023 23:00,Tuesday,Afternoon,Mumbai,Bus,Dry,Storm,Dark - No Light,Overspeed,Serious
745,01-02-2023 00:00,Tuesday,Morning,Mumbai,Bike,Wet,Storm,Daylight,Overspeed,Minor
746,01-02-2023 01:00,Thursday,Night,Delhi,Bike,Snow,Storm,Dark - No Light,Overspeed,Serious
747,01-02-2023 02:00,Monday,Morning,Kolkata,Auto,Wet,Rainy,Dark - No Light,Mechanical Failure,Serious
748,01-02-2023 03:00,Friday,Night,Pune,Bus,Wet,Storm,Daylight,Drunk Driving,Fatal
749,01-02-2023 04:00,Saturday,Night,Mumbai,Bike,Dry,Rainy,Dark - Street Light,Signal Jump,Serious
750,01-02-2023 05:00,Sunday,Night,Bangalore,Car,Snow,Storm,Daylight,Signal Jump,Fatal
751,01-02-2023 06:00,Saturday,Evening,Delhi,Auto,Damaged,Foggy,Daylight,Drunk Driving,Serious
752,01-02-2023 07:00,Friday,Morning,Mumbai,Cycle,Wet,Clear,Dark - Street Light,Drunk Driving,Minor
753,01-02-2023 08:00,Tuesday,Afternoon,Kolkata,Truck,Wet,Foggy,Dark - No Light,Signal Jump,Serious
754,01-02-2023 09:00,Monday,Afternoon,Pune,Auto,Damaged,Storm,Dark - Street Light,Wrong Turn,Serious
755,01-02-2023 10:00,Tuesday,Morning,Delhi,Truck,Snow,Storm,Dark - No Light,Overspeed,Fatal
756,01-02-2023 11:00,Wednesday,Evening,Hyderabad,Bus,Wet,Storm,Dark - No Light,Overspeed,Fatal
757,01-02-2023 12:00,Tuesday,Evening,Pune,Truck,Wet,Foggy,Dark - Street Light,Signal Jump,Fatal
758,01-02-2023 13:00,Tuesday,Night,Bangalore,Bus,Wet,Storm,Daylight,Drunk Driving,Serious
759,01-02-2023 14:00,Friday,Morning,Mumbai,Car,Snow,Foggy,Dark - Street Light,Wrong Turn,Serious
760,01-02-2023 15:00,Friday,Morning,Kolkata,Truck,Snow,Rainy,Dark - No Light,Signal Jump,Minor
761,01-02-2023 16:00,Friday,Afternoon,Hyderabad,Auto,Damaged,Clear,Dark - Street Light,Overspeed,Serious
762,01-02-2023 17:00,Saturday,Morning,Kolkata,Bus,Snow,Clear,Dark - Street Light,Mechanical Failure,Minor
763,01-02-2023 18:00,Wednesday,Evening,Hyderabad,Auto,Snow,Foggy,Dark - No Light,Drunk Driving,Fatal
764,01-02-2023 19:00,Friday,Morning,Delhi,Bike,Dry,Rainy,Daylight,Mechanical Failure,Fatal
765,01-02-2023 20:00,Monday,Afternoon,Hyderabad,Bus,Damaged,Foggy,Dark - Street Light,Signal Jump,Fatal
766,01-02-2023 21:00,Saturday,Night,Bangalore,Truck,Wet,Rainy,Dark - No Light,Overspeed,Minor
767,01-02-2023 22:00,Thursday,Afternoon,Bangalore,Bus,Snow,Storm,Dark - No Light,Wrong Turn,Serious
768,01-02-2023 23:00,Monday,Afternoon,Chennai,Auto,Wet,Rainy,Dark - Street Light,Mechanical Failure,Fatal
769,02-02-2023 00:00,Sunday,Night,Bangalore,Car,Wet,Rainy,Daylight,Wrong Turn,Serious
770,02-02-2023 01:00,Sunday,Afternoon,Pune,Bus,Dry,Rainy,Dark - Street Light,Overspeed,Serious
771,02-02-2023 02:00,Monday,Afternoon,Hyderabad,Truck,Snow,Clear,Daylight,Mechanical Failure,Fatal
772,02-02-2023 03:00,Friday,Morning,Bangalore,Bike,Damaged,Rainy,Daylight,Wrong Turn,Minor
773,02-02-2023 04:00,Thursday,Morning,Delhi,Cycle,Snow,Storm,Daylight,Wrong Turn,Serious
774,02-02-2023 05:00,Thursday,Night,Kolkata,Car,Wet,Storm,Daylight,Mechanical Failure,Fatal
775,02-02-2023 06:00,Saturday,Morning,Kolkata,Bike,Damaged,Storm,Dark - Street Light,Overspeed,Serious
776,02-02-2023 07:00,Thursday,Morning,Chennai,Bus,Snow,Rainy,Dark - No Light,Wrong Turn,Serious
777,02-02-2023 08:00,Sunday,Afternoon,Kolkata,Auto,Wet,Foggy,Dark - No Light,Signal Jump,Serious
778,02-02-2023 09:00,Wednesday,Evening,Hyderabad,Auto,Wet,Foggy,Dark - No Light,Mechanical Failure,Serious
779,02-02-2023 10:00,Friday,Morning,Chennai,Truck,Dry,Storm,Dark - No Light,Drunk Driving,Serious
780,02-02-2023 11:00,Thursday,Evening,Hyderabad,Auto,Dry,Clear,Dark - No Light,Drunk Driving,Minor
781,02-02-2023 12:00,Saturday,Morning,Delhi,Car,Dry,Foggy,Dark - No Light,Overspeed,Minor
782,02-02-2023 13:00,Sunday,Morning,Chennai,Auto,Wet,Rainy,Dark - Street Light,Signal Jump,Fatal
783,02-02-2023 14:00,Wednesday,Night,Mumbai,Truck,Snow,Foggy,Daylight,Wrong Turn,Minor
784,02-02-2023 15:00,Tuesday,Night,Pune,Cycle,Dry,Storm,Dark - No Light,Drunk Driving,Minor
785,02-02-2023 16:00,Tuesday,Night,Pune,Bus,Snow,Clear,Dark - Street Light,Overspeed,Minor
786,02-02-2023 17:00,Wednesday,Evening,Hyderabad,Bus,Dry,Foggy,Dark - No Light,Signal Jump,Serious
787,02-02-2023 18:00,Sunday,Afternoon,Kolkata,Auto,Damaged,Foggy,Dark - No Light,Signal Jump,Serious
788,02-02-2023 19:00,Saturday,Morning,Mumbai,Bike,Damaged,Storm,Daylight,Overspeed,Fatal
789,02-02-2023 20:00,Wednesday,Morning,Chennai,Bus,Dry,Clear,Daylight,Overspeed,Fatal
790,02-02-2023 21:00,Friday,Morning,Mumbai,Cycle,Wet,Clear,Daylight,Wrong Turn,Fatal
791,02-02-2023 22:00,Friday,Evening,Mumbai,Auto,Dry,Storm,Dark - No Light,Overspeed,Serious
792,02-02-2023 23:00,Tuesday,Night,Kolkata,Truck,Dry,Rainy,Dark - No Light,Wrong Turn,Minor
793,03-02-2023 00:00,Thursday,Afternoon,Chennai,Cycle,Wet,Foggy,Dark - No Light,Wrong Turn,Minor
794,03-02-2023 01:00,Saturday,Evening,Delhi,Auto,Damaged,Rainy,Daylight,Mechanical Failure,Serious
795,03-02-2023 02:00,Tuesday,Night,Kolkata,Cycle,Snow,Foggy,Dark - Street Light,Signal Jump,Fatal
796,03-02-2023 03:00,Thursday,Evening,Mumbai,Bus,Dry,Foggy,Dark - No Light,Signal Jump,Fatal
797,03-02-2023 04:00,Thursday,Afternoon,Mumbai,Truck,Wet,Rainy,Dark - No Light,Signal Jump,Fatal
798,03-02-2023 05:00,Friday,Night,Delhi,Auto,Dry,Storm,Dark - No Light,Mechanical Failure,Serious
799,03-02-2023 06:00,Sunday,Evening,Mumbai,Car,Wet,Storm,Dark - Street Light,Wrong Turn,Fatal
800,03-02-2023 07:00,Monday,Afternoon,Mumbai,Truck,Snow,Foggy,Dark - No Light,Wrong Turn,Fatal
801,03-02-2023 08:00,Sunday,Morning,Mumbai,Car,Snow,Storm,Dark - Street Light,Overspeed,Serious
802,03-02-2023 09:00,Monday,Afternoon,Pune,Cycle,Damaged,Foggy,Dark - No Light,Mechanical Failure,Minor
803,03-02-2023 10:00,Wednesday,Morning,Kolkata,Bike,Wet,Storm,Dark - Street Light,Overspeed,Serious
804,03-02-2023 11:00,Friday,Evening,Bangalore,Truck,Wet,Foggy,Dark - No Light,Mechanical Failure,Serious
805,03-02-2023 12:00,Thursday,Night,Kolkata,Cycle,Damaged,Storm,Daylight,Overspeed,Serious
806,03-02-2023 13:00,Saturday,Night,Delhi,Car,Damaged,Clear,Daylight,Drunk Driving,Serious
807,03-02-2023 14:00,Monday,Evening,Mumbai,Bus,Wet,Rainy,Daylight,Signal Jump,Minor
808,03-02-2023 15:00,Sunday,Night,Kolkata,Bus,Damaged,Clear,Daylight,Signal Jump,Fatal
809,03-02-2023 16:00,Thursday,Night,Pune,Bike,Snow,Rainy,Dark - No Light,Wrong Turn,Serious
810,03-02-2023 17:00,Monday,Morning,Delhi,Truck,Dry,Rainy,Daylight,Drunk Driving,Minor
811,03-02-2023 18:00,Monday,Evening,Hyderabad,Truck,Snow,Foggy,Dark - Street Light,Signal Jump,Fatal
812,03-02-2023 19:00,Monday,Afternoon,Kolkata,Truck,Damaged,Rainy,Daylight,Wrong Turn,Fatal
813,03-02-2023 20:00,Saturday,Morning,Hyderabad,Cycle,Wet,Clear,Daylight,Drunk Driving,Fatal
814,03-02-2023 21:00,Friday,Evening,Mumbai,Bike,Wet,Clear,Daylight,Signal Jump,Serious
815,03-02-2023 22:00,Saturday,Morning,Pune,Truck,Snow,Storm,Dark - No Light,Overspeed,Serious
816,03-02-2023 23:00,Tuesday,Afternoon,Pune,Cycle,Wet,Clear,Daylight,Mechanical Failure,Fatal
817,04-02-2023 00:00,Thursday,Afternoon,Kolkata,Bus,Damaged,Storm,Dark - Street Light,Drunk Driving,Fatal
818,04-02-2023 01:00,Friday,Evening,Delhi,Car,Snow,Rainy,Daylight,Wrong Turn,Fatal
819,04-02-2023 02:00,Friday,Afternoon,Delhi,Cycle,Wet,Clear,Daylight,Drunk Driving,Fatal
820,04-02-2023 03:00,Friday,Morning,Pune,Bus,Dry,Rainy,Daylight,Wrong Turn,Fatal
821,04-02-2023 04:00,Sunday,Afternoon,Delhi,Bus,Dry,Clear,Dark - Street Light,Drunk Driving,Fatal
822,04-02-2023 05:00,Friday,Morning,Pune,Car,Damaged,Clear,Daylight,Wrong Turn,Minor
823,04-02-2023 06:00,Saturday,Morning,Kolkata,Bus,Wet,Storm,Dark - Street Light,Signal Jump,Fatal
824,04-02-2023 07:00,Friday,Afternoon,Bangalore,Bike,Damaged,Rainy,Dark - Street Light,Overspeed,Serious
825,04-02-2023 08:00,Wednesday,Evening,Pune,Car,Snow,Clear,Daylight,Signal Jump,Serious
826,04-02-2023 09:00,Thursday,Night,Hyderabad,Bus,Dry,Foggy,Dark - Street Light,Overspeed,Serious
827,04-02-2023 10:00,Friday,Afternoon,Delhi,Auto,Snow,Rainy,Dark - No Light,Signal Jump,Fatal
828,04-02-2023 11:00,Thursday,Morning,Pune,Cycle,Wet,Rainy,Daylight,Signal Jump,Serious
829,04-02-2023 12:00,Wednesday,Morning,Pune,Bus,Damaged,Rainy,Daylight,Drunk Driving,Minor
830,04-02-2023 13:00,Wednesday,Afternoon,Kolkata,Bike,Damaged,Storm,Dark - Street Light,Mechanical Failure,Fatal
831,04-02-2023 14:00,Thursday,Evening,Delhi,Truck,Damaged,Foggy,Dark - Street Light,Wrong Turn,Serious
832,04-02-2023 15:00,Monday,Evening,Bangalore,Bus,Snow,Rainy,Daylight,Wrong Turn,Minor
833,04-02-2023 16:00,Tuesday,Morning,Kolkata,Truck,Dry,Clear,Dark - No Light,Wrong Turn,Minor
834,04-02-2023 17:00,Sunday,Morning,Bangalore,Auto,Snow,Clear,Dark - Street Light,Overspeed,Serious
835,04-02-2023 18:00,Monday,Evening,Kolkata,Bus,Snow,Storm,Dark - Street Light,Wrong Turn,Minor
836,04-02-2023 19:00,Monday,Night,Delhi,Car,Wet,Clear,Dark - No Light,Wrong Turn,Serious
837,04-02-2023 20:00,Saturday,Afternoon,Chennai,Truck,Wet,Rainy,Dark - No Light,Drunk Driving,Minor
838,04-02-2023 21:00,Sunday,Morning,Delhi,Auto,Wet,Clear,Daylight,Signal Jump,Fatal
839,04-02-2023 22:00,Sunday,Morning,Delhi,Car,Dry,Rainy,Dark - No Light,Wrong Turn,Fatal
840,04-02-2023 23:00,Monday,Evening,Bangalore,Car,Dry,Clear,Daylight,Mechanical Failure,Fatal
841,05-02-2023 00:00,Friday,Afternoon,Bangalore,Car,Wet,Foggy,Dark - No Light,Wrong Turn,Fatal
842,05-02-2023 01:00,Saturday,Evening,Delhi,Car,Wet,Storm,Dark - Street Light,Overspeed,Fatal
843,05-02-2023 02:00,Saturday,Afternoon,Delhi,Bus,Dry,Storm,Daylight,Overspeed,Serious
844,05-02-2023 03:00,Wednesday,Afternoon,Delhi,Cycle,Damaged,Foggy,Daylight,Overspeed,Fatal
845,05-02-2023 04:00,Sunday,Afternoon,Bangalore,Bus,Dry,Foggy,Daylight,Wrong Turn,Fatal
846,05-02-2023 05:00,Monday,Morning,Delhi,Bus,Dry,Storm,Dark - No Light,Drunk Driving,Fatal
847,05-02-2023 06:00,Wednesday,Night,Delhi,Auto,Dry,Foggy,Dark - Street Light,Mechanical Failure,Fatal
848,05-02-2023 07:00,Thursday,Evening,Mumbai,Auto,Wet,Rainy,Daylight,Wrong Turn,Minor
849,05-02-2023 08:00,Tuesday,Night,Chennai,Cycle,Damaged,Clear,Daylight,Drunk Driving,Fatal
850,05-02-2023 09:00,Saturday,Evening,Hyderabad,Auto,Dry,Storm,Daylight,Drunk Driving,Fatal
851,05-02-2023 10:00,Thursday,Afternoon,Chennai,Bike,Wet,Foggy,Daylight,Wrong Turn,Serious
852,05-02-2023 11:00,Thursday,Morning,Mumbai,Cycle,Snow,Rainy,Dark - Street Light,Wrong Turn,Minor
853,05-02-2023 12:00,Friday,Night,Hyderabad,Auto,Snow,Storm,Dark - No Light,Drunk Driving,Serious
854,05-02-2023 13:00,Tuesday,Morning,Kolkata,Cycle,Dry,Foggy,Dark - Street Light,Drunk Driving,Fatal
855,05-02-2023 14:00,Thursday,Evening,Delhi,Bus,Snow,Storm,Daylight,Drunk Driving,Serious
856,05-02-2023 15:00,Thursday,Morning,Mumbai,Bus,Damaged,Foggy,Dark - Street Light,Wrong Turn,Serious
857,05-02-2023 16:00,Tuesday,Morning,Kolkata,Cycle,Snow,Storm,Daylight,Drunk Driving,Fatal
858,05-02-2023 17:00,Tuesday,Night,Delhi,Bike,Snow,Rainy,Dark - No Light,Overspeed,Minor
859,05-02-2023 18:00,Thursday,Afternoon,Bangalore,Bike,Damaged,Rainy,Dark - No Light,Wrong Turn,Minor
860,05-02-2023 19:00,Tuesday,Morning,Pune,Cycle,Dry,Clear,Dark - No Light,Overspeed,Serious
861,05-02-2023 20:00,Thursday,Afternoon,Mumbai,Auto,Dry,Storm,Daylight,Signal Jump,Fatal
862,05-02-2023 21:00,Thursday,Evening,Bangalore,Truck,Damaged,Clear,Dark - Street Light,Wrong Turn,Serious
863,05-02-2023 22:00,Friday,Morning,Mumbai,Bike,Damaged,Storm,Dark - No Light,Signal Jump,Serious
864,05-02-2023 23:00,Monday,Night,Mumbai,Car,Damaged,Foggy,Daylight,Drunk Driving,Serious
865,06-02-2023 00:00,Thursday,Evening,Bangalore,Bus,Snow,Foggy,Daylight,Drunk Driving,Fatal
866,06-02-2023 01:00,Wednesday,Evening,Hyderabad,Cycle,Damaged,Clear,Dark - Street Light,Mechanical Failure,Fatal
867,06-02-2023 02:00,Saturday,Night,Chennai,Car,Wet,Storm,Dark - No Light,Drunk Driving,Minor
868,06-02-2023 03:00,Sunday,Morning,Delhi,Cycle,Snow,Clear,Daylight,Signal Jump,Fatal
869,06-02-2023 04:00,Monday,Morning,Mumbai,Bus,Dry,Rainy,Dark - Street Light,Drunk Driving,Serious
870,06-02-2023 05:00,Monday,Evening,Delhi,Bus,Dry,Clear,Dark - No Light,Wrong Turn,Serious
871,06-02-2023 06:00,Monday,Morning,Pune,Bike,Dry,Clear,Dark - Street Light,Drunk Driving,Minor
872,06-02-2023 07:00,Friday,Afternoon,Bangalore,Bike,Snow,Foggy,Dark - Street Light,Mechanical Failure,Fatal
873,06-02-2023 08:00,Thursday,Night,Delhi,Car,Wet,Clear,Daylight,Drunk Driving,Serious
874,06-02-2023 09:00,Friday,Afternoon,Bangalore,Cycle,Damaged,Storm,Daylight,Signal Jump,Minor
875,06-02-2023 10:00,Thursday,Morning,Delhi,Bus,Damaged,Foggy,Daylight,Signal Jump,Minor
876,06-02-2023 11:00,Friday,Evening,Chennai,Car,Dry,Clear,Dark - Street Light,Drunk Driving,Serious
877,06-02-2023 12:00,Friday,Night,Chennai,Truck,Dry,Rainy,Daylight,Signal Jump,Serious
878,06-02-2023 13:00,Saturday,Morning,Chennai,Car,Snow,Clear,Dark - Street Light,Signal Jump,Fatal
879,06-02-2023 14:00,Wednesday,Morning,Chennai,Auto,Wet,Clear,Dark - Street Light,Mechanical Failure,Minor
880,06-02-2023 15:00,Friday,Evening,Chennai,Car,Damaged,Clear,Daylight,Wrong Turn,Serious
881,06-02-2023 16:00,Saturday,Evening,Chennai,Auto,Snow,Foggy,Dark - No Light,Mechanical Failure,Minor
882,06-02-2023 17:00,Tuesday,Afternoon,Bangalore,Auto,Damaged,Storm,Dark - No Light,Overspeed,Fatal
883,06-02-2023 18:00,Wednesday,Night,Mumbai,Auto,Dry,Rainy,Dark - No Light,Mechanical Failure,Serious
884,06-02-2023 19:00,Friday,Night,Delhi,Truck,Damaged,Clear,Dark - Street Light,Drunk Driving,Fatal
885,06-02-2023 20:00,Sunday,Evening,Chennai,Car,Wet,Storm,Dark - Street Light,Wrong Turn,Minor
886,06-02-2023 21:00,Monday,Afternoon,Bangalore,Car,Wet,Storm,Dark - Street Light,Drunk Driving,Fatal
887,06-02-2023 22:00,Tuesday,Night,Bangalore,Truck,Dry,Foggy,Daylight,Overspeed,Fatal
888,06-02-2023 23:00,Tuesday,Evening,Bangalore,Bus,Wet,Rainy,Dark - Street Light,Wrong Turn,Minor
889,07-02-2023 00:00,Saturday,Morning,Mumbai,Bike,Wet,Foggy,Daylight,Signal Jump,Fatal
890,07-02-2023 01:00,Tuesday,Night,Delhi,Car,Snow,Storm,Daylight,Mechanical Failure,Minor
891,07-02-2023 02:00,Wednesday,Afternoon,Mumbai,Bike,Damaged,Storm,Dark - No Light,Drunk Driving,Serious
892,07-02-2023 03:00,Friday,Afternoon,Hyderabad,Cycle,Dry,Storm,Dark - No Light,Overspeed,Minor
893,07-02-2023 04:00,Friday,Afternoon,Kolkata,Cycle,Dry,Foggy,Dark - No Light,Signal Jump,Minor
894,07-02-2023 05:00,Sunday,Morning,Bangalore,Truck,Dry,Rainy,Daylight,Mechanical Failure,Serious
895,07-02-2023 06:00,Monday,Night,Hyderabad,Cycle,Dry,Clear,Daylight,Signal Jump,Minor
896,07-02-2023 07:00,Saturday,Night,Pune,Cycle,Dry,Foggy,Daylight,Mechanical Failure,Serious
897,07-02-2023 08:00,Monday,Morning,Chennai,Bus,Wet,Storm,Dark - Street Light,Wrong Turn,Serious
898,07-02-2023 09:00,Tuesday,Night,Kolkata,Bus,Snow,Foggy,Daylight,Signal Jump,Minor
899,07-02-2023 10:00,Sunday,Morning,Chennai,Bus,Dry,Storm,Dark - No Light,Signal Jump,Fatal
900,07-02-2023 11:00,Monday,Morning,Mumbai,Cycle,Snow,Clear,Dark - No Light,Signal Jump,Fatal
901,07-02-2023 12:00,Wednesday,Morning,Kolkata,Truck,Snow,Clear,Daylight,Wrong Turn,Serious
902,07-02-2023 13:00,Friday,Afternoon,Delhi,Auto,Wet,Rainy,Daylight,Overspeed,Fatal
903,07-02-2023 14:00,Tuesday,Night,Hyderabad,Auto,Dry,Storm,Dark - No Light,Mechanical Failure,Fatal
904,07-02-2023 15:00,Sunday,Morning,Delhi,Bike,Wet,Rainy,Daylight,Signal Jump,Minor
905,07-02-2023 16:00,Monday,Night,Mumbai,Auto,Dry,Rainy,Dark - No Light,Wrong Turn,Serious
906,07-02-2023 17:00,Saturday,Afternoon,Chennai,Auto,Wet,Clear,Dark - Street Light,Overspeed,Serious
907,07-02-2023 18:00,Wednesday,Morning,Kolkata,Bus,Snow,Foggy,Dark - No Light,Mechanical Failure,Minor
908,07-02-2023 19:00,Wednesday,Evening,Delhi,Bus,Dry,Foggy,Dark - Street Light,Wrong Turn,Fatal
909,07-02-2023 20:00,Monday,Afternoon,Delhi,Cycle,Damaged,Rainy,Daylight,Mechanical Failure,Serious
910,07-02-2023 21:00,Friday,Evening,Chennai,Bike,Snow,Clear,Daylight,Signal Jump,Fatal
911,07-02-2023 22:00,Monday,Night,Kolkata,Car,Damaged,Storm,Dark - Street Light,Overspeed,Serious
912,07-02-2023 23:00,Tuesday,Night,Hyderabad,Bike,Snow,Foggy,Daylight,Wrong Turn,Serious
913,08-02-2023 00:00,Monday,Afternoon,Chennai,Bike,Wet,Rainy,Dark - Street Light,Overspeed,Serious
914,08-02-2023 01:00,Wednesday,Night,Delhi,Truck,Dry,Foggy,Daylight,Signal Jump,Serious
915,08-02-2023 02:00,Sunday,Evening,Hyderabad,Cycle,Snow,Foggy,Dark - No Light,Overspeed,Fatal
916,08-02-2023 03:00,Monday,Morning,Hyderabad,Truck,Wet,Storm,Daylight,Overspeed,Fatal
917,08-02-2023 04:00,Friday,Morning,Chennai,Bike,Dry,Clear,Dark - No Light,Drunk Driving,Fatal
918,08-02-2023 05:00,Sunday,Morning,Delhi,Bike,Dry,Storm,Dark - No Light,Overspeed,Fatal
919,08-02-2023 06:00,Saturday,Afternoon,Mumbai,Bike,Snow,Clear,Dark - Street Light,Mechanical Failure,Minor
920,08-02-2023 07:00,Thursday,Night,Delhi,Auto,Dry,Foggy,Daylight,Wrong Turn,Serious
921,08-02-2023 08:00,Monday,Evening,Bangalore,Truck,Snow,Rainy,Dark - Street Light,Drunk Driving,Serious
922,08-02-2023 09:00,Friday,Night,Kolkata,Bike,Dry,Storm,Daylight,Wrong Turn,Serious
923,08-02-2023 10:00,Sunday,Night,Pune,Bus,Damaged,Clear,Dark - No Light,Wrong Turn,Minor
924,08-02-2023 11:00,Friday,Night,Mumbai,Cycle,Wet,Foggy,Dark - No Light,Signal Jump,Fatal
925,08-02-2023 12:00,Saturday,Morning,Hyderabad,Cycle,Damaged,Clear,Daylight,Signal Jump,Serious
926,08-02-2023 13:00,Wednesday,Evening,Mumbai,Bus,Snow,Clear,Daylight,Drunk Driving,Fatal
927,08-02-2023 14:00,Friday,Evening,Kolkata,Cycle,Damaged,Clear,Dark - Street Light,Signal Jump,Fatal
928,08-02-2023 15:00,Sunday,Night,Hyderabad,Auto,Snow,Foggy,Daylight,Signal Jump,Minor
